,school_id,latitude,longitude,region,division,province,municipality,district
8054,107901,14.32679071,120.9353703,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas I
8055,107917,14.32619311,120.95997620000001,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas II
8056,108089,14.41169367,120.8481105,Region IV-A,Cavite,Cavite,Rosario,Rosario
8058,107502,14.083096,120.659775,Region IV-A,Batangas,Batangas,Nasugbu,Nasugbu West
8059,108256,14.155677,121.327234,Region IV-A,Laguna,Laguna,Calauan,Calauan
8060,108948,13.91034004,121.936051,Region IV-A,Quezon,Quezon,Agdangan,Padre Burgos-Agdangan
8061,107403,13.915573,120.879608,Region IV-A,Batangas,Batangas,Lemery,Lemery
8063,108540,13.784651,122.39882800000001,Region IV-A,Quezon,Quezon,Buenavista,Buenavista
8064,108189,14.0631,121.24799999999999,Region IV-A,Laguna,Laguna,Alaminos,Alaminos
8065,164006,14.29533008,120.8671832,Region IV-A,Cavite,Cavite,Trece Martires City (Capital),Trece Martirez City
8066,108190,14.079081,121.261024,Region IV-A,Laguna,Laguna,Alaminos,Alaminos
8067,109052,14.08833794,122.1193457,Region IV-A,Quezon,Quezon,Quezon,Quezon
8068,109768,14.0825,121.3102778,Region IV-A,San Pablo City,Laguna,San Pablo City,Del Remedio
8069,108541,13.75853,122.412691,Region IV-A,Quezon,Quezon,Buenavista,Buenavista
8070,109202,14.01968,122.40507,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
8071,109273,13.858164,121.392574,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
8072,109105,13.8817952,121.3198623,Region IV-A,Quezon,Quezon,San Antonio,San Antonio
8073,109325,14.59748169,121.17280339999999,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District I-B
8074,109564,13.639541,121.093529,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Coastal District
8075,108217,14.34790039,121.08471680000001,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
8076,109565,13.62533337,121.1015385,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Coastal District
8077,109566,13.63412027,121.1295047,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Coastal District
8078,108218,14.34887695,121.0808716,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
8079,108316,14.180684,121.550072,Region IV-A,Laguna,Laguna,Luisiana,Luisiana
8080,107900,14.2832819,120.9603564,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas I
8081,107959,14.3868996,120.8798237,Region IV-A,Cavite,Cavite,General Trias,General Trias II
8082,108241,14.230935,121.09283400000001,Region IV-A,Laguna,Laguna,Cabuyao,Cabuyao
8083,107868,14.46233728,120.9430807,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor I
8084,108472,14.28950059,121.10913229999998,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District II
8085,107293,13.925393,120.827805,Region IV-A,Batangas,Batangas,Calaca,Calaca
8086,107233,13.977673,120.67981,Region IV-A,Batangas,Batangas,Balayan,Balayan West
8087,108785,14.7147717,121.71208030000001,Region IV-A,Quezon,Quezon,Infanta,Infanta
8088,108707,14.988566,121.528015,Region IV-A,Quezon,Quezon,General Nakar,Gen. Nakar
8089,108473,14.28166353,121.11213529999999,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District II
8090,107404,13.900576,120.899345,Region IV-A,Batangas,Batangas,Lemery,Lemery
8091,108677,14.02235356,121.4087534,Region IV-A,Quezon,Quezon,Dolores,Dolores
8092,108676,13.99043694,121.35459420000001,Region IV-A,Quezon,Quezon,Dolores,Dolores
8093,109805,14.107068,121.330969,Region IV-A,San Pablo City,Laguna,San Pablo City,Sto. Angel
8094,109538,14.56917876,121.1342538,Region IV-A,Rizal,Rizal,Taytay,Taytay II
8095,109106,13.87798571,121.27605109999999,Region IV-A,Quezon,Quezon,San Antonio,San Antonio
8096,107531,13.861497,121.30019399999999,Region IV-A,Batangas,Batangas,Padre Garcia,Padre Garcia
8097,108598,13.957058,122.21157099999999,Region IV-A,Quezon,Quezon,Calauag,Calauag West
8098,109741,13.94831296,121.61033529999999,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
8099,109251,13.974893,121.591554,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas West
8100,108652,13.59313942,122.3258838,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
8101,109504,14.49772042,121.28925339999999,Region IV-A,Rizal,Rizal,Tanay,Tanay I
8102,108805,13.891411,122.263198,Region IV-A,Quezon,Quezon,Lopez,Lopez East
8103,109793,14.062473,121.32661440000001,Region IV-A,San Pablo City,Laguna,San Pablo City,San Francisco
8104,108678,14.003109,121.3743,Region IV-A,Quezon,Quezon,Dolores,Dolores
8105,108679,14.0081967,121.3759232,Region IV-A,Quezon,Quezon,Dolores,Dolores
8106,108836,13.888786,122.2229,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8107,108733,13.90289264,122.4509144,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
8108,108474,14.25446105,121.0640179,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District III
8109,109309,14.515,121.16916670000002,Region IV-A,Rizal,Rizal,Binangonan,Binangonan III
8111,109122,13.31259639,122.5232971,Region IV-A,Quezon,Quezon,San Francisco (Aurora),San Francisco
8112,109643,13.92823352,121.16993259999998,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
8113,107234,13.94555556,120.74166670000001,Region IV-A,Batangas,Batangas,Balayan,Balayan East
8114,108838,13.812243,122.22496000000001,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8115,108837,13.955392,122.215347,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8116,108839,13.869476,122.26296699999999,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8117,108680,14.03484417,121.43008229999998,Region IV-A,Quezon,Quezon,Dolores,Dolores
8118,107235,13.98063,120.697418,Region IV-A,Batangas,Batangas,Balayan,Balayan West
8119,108599,14.034511,122.33688400000001,Region IV-A,Quezon,Quezon,Calauag,Calauag West
8120,108910,14.186925,121.730833,Region IV-A,Quezon,Quezon,Mauban,Mauban South
8121,109274,13.979079,121.32695700000001,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
8122,109310,14.53263473,121.16153590000002,Region IV-A,Rizal,Rizal,Angono,Angono
8123,107740,14.09515269,121.04942460000001,Region IV-A,Batangas,Batangas,Talisay,Talisay
8124,107405,13.907741,120.894669,Region IV-A,Batangas,Batangas,Lemery,Lemery
8125,109311,14.54755126,121.1896428,Region IV-A,Rizal,Rizal,Angono,Angono
8126,109485,14.6758701,121.10979180000001,Region IV-A,Rizal,Rizal,San Mateo,San Mateo
8127,109312,14.49422198,121.17992079999999,Region IV-A,Rizal,Rizal,Binangonan,Binangonan III
8128,107707,14.09760927,121.1618864,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas North
8129,108653,13.66816705,122.325629,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
8130,108654,13.68445555,122.3007166,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
8131,107757,14.05517619,121.1109608,Region IV-A,Tanauan City,Batangas,City Of Tanauan,Tanauan City East
8132,108012,14.2118867,120.86561709999998,Region IV-A,Cavite,Cavite,Indang,Indang II
8134,108379,14.247532,121.458679,Region IV-A,Laguna,Laguna,Pagsanjan,Pagsanjan
8135,107921,14.33931228,120.955151,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas II
8136,107237,13.933157,120.733391,Region IV-A,Batangas,Batangas,Balayan,Balayan West
8137,164511,14.328028,121.082342,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
8138,108219,14.34588623,121.0819092,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
8139,109690,13.93630888,121.08632949999999,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City West District
8140,107869,14.44986286,120.93553200000001,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor I
8141,109003,13.786081,122.086097,Region IV-A,Quezon,Quezon,Pitogo,Pitogo
8142,109486,14.70019203,121.12253,Region IV-A,Rizal,Rizal,San Mateo,San Mateo
8143,109548,13.76561237,121.10337379999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City East District
8144,109603,13.74579259,121.089096,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City New District
8145,108734,13.874371,122.40983999999999,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
8146,108735,13.880121,122.422757,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
8147,107269,13.815452,120.978149,Region IV-A,Batangas,Batangas,Bauan,Bauan
8148,107646,13.841528,120.93106100000001,Region IV-A,Batangas,Batangas,San Luis,San Luis
8149,109815,14.18011357,121.17911240000001,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East I
8150,108949,13.8675,121.89583329999999,Region IV-A,Quezon,Quezon,Agdangan,Padre Burgos-Agdangan
8151,107984,14.434813,120.930802,Region IV-A,Imus City,Cavite,Imus,Imus II
8152,108283,14.44583333,121.3863889,Region IV-A,Laguna,Laguna,Mabitac,Famy-Mabitac
8153,109233,14.065532,121.67929699999999,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas East
8154,109645,13.92920732,121.1749061,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
8155,109718,13.97189627,121.62384099999998,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
8156,163513,14.018065,121.12863899999999,Region IV-A,Batangas,Batangas,Balete,Balete
8157,109179,13.93860466,121.46497250000002,Region IV-A,Quezon,Quezon,Sariaya,Sariaya West
8158,107345,13.88112051,121.0515966,Region IV-A,Batangas,Batangas,Cuenca,Cuenca
8159,107322,13.861716,120.675568,Region IV-A,Batangas,Batangas,Calatagan,Calatagan
8160,107331,13.872715,120.665024,Region IV-A,Batangas,Batangas,Calatagan,Calatagan
8161,107612,13.807826,121.359871,Region IV-A,Batangas,Batangas,San Juan,San Juan West
8162,107843,14.123057,120.869977,Region IV-A,Cavite,Cavite,Alfonso,Alfonso
8163,108542,13.707106,122.39347099999999,Region IV-A,Quezon,Quezon,Buenavista,Buenavista
8164,108806,13.841997,122.353191,Region IV-A,Quezon,Quezon,Lopez,Lopez East
8165,109636,14.482146,120.89135700000001,Region IV-A,Cavite City,Cavite,Cavite City,Cavite City III District
8166,107406,13.90795,120.90441100000001,Region IV-A,Batangas,Batangas,Lemery,Lemery
8167,108421,14.33536697,121.0193987,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
8168,109607,13.72432471,121.0903822,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City South District
8169,107835,14.051081,120.70181299999999,Region IV-A,Batangas,Batangas,Tuy,Tuy
8170,109466,14.73249261,121.14410829999998,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez I (Rodriguez)
8171,109415,14.34557395,121.24274969999999,Region IV-A,Rizal,Rizal,Cardona,Cardona
8172,109426,14.5171,121.27653400000001,Region IV-A,Rizal,Rizal,Baras,Baras
8173,109397,14.55482668,121.1168845,Region IV-A,Rizal,Rizal,Cainta,Cainta I (Cainta)
8174,109528,14.5729175,121.1314385,Region IV-A,Rizal,Rizal,Taytay,Taytay I
8175,109203,13.95447813,122.4317038,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
8176,107939,14.30489185,121.0080063,Region IV-A,Cavite,Cavite,Gen. Mariano Alvarez,General Mariano Alvarez
8177,108284,14.43805556,121.4491667,Region IV-A,Laguna,Laguna,Famy,Famy-Mabitac
8178,108170,14.39825424,120.8548108,Region IV-A,Cavite,Cavite,Tanza,Tanza
8179,109794,14.013692,121.276306,Region IV-A,San Pablo City,Laguna,San Pablo City,San Francisco
8180,109691,13.948793,121.129874,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City West District
8181,107246,13.950754,120.70545200000001,Region IV-A,Batangas,Batangas,Balayan,Balayan West
8182,108019,14.431142,120.901647,Region IV-A,Cavite,Cavite,Kawit,Kawit
8183,107597,13.91200137,121.11434479999998,Region IV-A,Batangas,Batangas,San Jose,San Jose
8184,107332,13.87547,120.660645,Region IV-A,Batangas,Batangas,Calatagan,Calatagan
8185,108161,14.36170246,120.8565958,Region IV-A,Cavite,Cavite,Tanza,Tanza
8186,108384,14.274581,121.454002,Region IV-A,Laguna,Laguna,Pagsanjan,Pagsanjan
8187,107938,14.3233365,121.0273882,Region IV-A,Cavite,Cavite,Gen. Mariano Alvarez,General Mariano Alvarez
8188,107902,14.32605029,120.93471059999999,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas I
8189,108491,14.465965,121.47831000000001,Region IV-A,Laguna,Laguna,Siniloan,Siniloan
8190,109398,14.57409167,121.11059170000001,Region IV-A,Rizal,Rizal,Cainta,Cainta I (Cainta)
8191,109399,14.54825833,121.11860559999998,Region IV-A,Rizal,Rizal,Cainta,Cainta I (Cainta)
8192,108296,14.161086,121.43840800000001,Region IV-A,Laguna,Laguna,Liliw,Liliw
8193,109254,13.964443,121.565327,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas West
8194,109781,14.0705521,121.32150370000001,Region IV-A,San Pablo City,Laguna,San Pablo City,Fule Almeda
8195,108496,14.227612,121.323792,Region IV-A,Laguna,Laguna,Victoria,Victoria
8196,108020,14.44365861,120.9102882,Region IV-A,Cavite,Cavite,Kawit,Kawit
8197,108054,14.1348065,120.90439640000001,Region IV-A,Cavite,Cavite,Mendez (Mendez-Nuñez),Mendez
8198,108396,14.421458,121.542725,Region IV-A,Laguna,Laguna,Pangil,Pangil-Pakil
8199,107592,13.90395096,121.0985787,Region IV-A,Batangas,Batangas,San Jose,San Jose
8200,108055,14.1259395,120.906278,Region IV-A,Cavite,Cavite,Mendez (Mendez-Nuñez),Mendez
8201,107809,13.65361111,120.9338889,Region IV-A,Batangas,Batangas,Tingloy,Tingloy
8202,108220,14.285009,121.08040600000001,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
8203,109004,13.80672188,122.1142635,Region IV-A,Quezon,Quezon,Pitogo,Pitogo
8204,108983,14.68104881,122.37203329999998,Region IV-A,Quezon,Quezon,Jomalig,Patnanungan-Jomalig
8205,108736,13.955725,122.374649,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
8206,109628,14.48175546,120.90572560000001,Region IV-A,Cavite City,Cavite,Cavite City,Cavite City I District
8207,107451,13.717623,120.925095,Region IV-A,Batangas,Batangas,Mabini,Mabini
8208,108440,14.261201,121.38568799999999,Region IV-A,Laguna,Laguna,Santa Cruz (Capital),Santa Cruz
8209,109644,13.94555125,121.1707398,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
8210,107879,14.40343359,120.9968045,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor II
8211,108758,13.80674218,122.18994140000001,Region IV-A,Quezon,Quezon,Gumaca,Gumaca East
8212,107671,13.83616262,121.0198686,Region IV-A,Batangas,Batangas,San Pascual,San Pascual
8213,107960,14.3858084,120.88074640000002,Region IV-A,Cavite,Cavite,General Trias,General Trias II
8214,107945,14.27774004,120.9162805,Region IV-A,Cavite,Cavite,General Trias,General Trias I
8215,108080,14.426402,120.88016999999999,Region IV-A,Cavite,Cavite,Noveleta,Noveleta
8216,108686,13.687795,122.17164299999999,Region IV-A,Quezon,Quezon,General Luna,Gen. Luna
8217,108708,14.76277705,121.63465249999999,Region IV-A,Quezon,Quezon,General Nakar,Gen. Nakar
8218,107947,14.3821871,120.87751680000001,Region IV-A,Cavite,Cavite,General Trias,General Trias I
8219,109467,14.73246829,121.149403,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez I (Rodriguez)
8220,109252,13.991184,121.54545800000001,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas West
8221,164501,14.416551,121.541252,Region IV-A,Laguna,Laguna,Pangil,Pangil-Pakil
8222,108840,13.888203,122.258145,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8223,107758,14.07117231,121.07785,Region IV-A,Tanauan City,Batangas,City Of Tanauan,Tanauan City South
8224,107985,14.44248776,120.9239804,Region IV-A,Imus City,Cavite,Imus,Imus II
8225,109190,13.95351445,121.505903,Region IV-A,Quezon,Quezon,Sariaya,Sariaya West
8226,107880,14.45617589,120.9550534,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor II
8227,107731,13.897447,120.916435,Region IV-A,Batangas,Batangas,Taal,Taal
8228,107825,14.004283,120.729401,Region IV-A,Batangas,Batangas,Tuy,Tuy
8229,108157,14.3582886,120.80704309999999,Region IV-A,Cavite,Cavite,Tanza,Tanza
8230,108737,13.89475521,122.4536166,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
8231,107826,14.021375,120.730217,Region IV-A,Batangas,Batangas,Tuy,Tuy
8232,107354,13.84339262,121.1637081,Region IV-A,Batangas,Batangas,Ibaan,Ibaan
8233,109750,14.064194,121.320127,Region IV-A,San Pablo City,Laguna,San Pablo City,Ambray
8234,109806,14.083052,121.33874499999999,Region IV-A,San Pablo City,Laguna,San Pablo City,Sto. Angel
8235,108841,13.902909,122.24933600000001,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8236,108738,13.88964574,122.45767679999999,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
8237,108984,14.70914234,122.3698425,Region IV-A,Quezon,Quezon,Patnanungan,Patnanungan-Jomalig
8238,109143,13.66514524,122.47695559999998,Region IV-A,Quezon,Quezon,San Narciso,San Narciso
8239,107800,13.785153,121.26194,Region IV-A,Batangas,Batangas,Taysan,Taysan
8240,107827,13.9825,120.7263889,Region IV-A,Batangas,Batangas,Tuy,Tuy
8241,109053,14.0779732,122.0594788,Region IV-A,Quezon,Quezon,Quezon,Quezon
8243,109549,13.733695,121.136426,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City East District
8244,109180,13.867906,121.50068600000002,Region IV-A,Quezon,Quezon,Sariaya,Sariaya West
8246,108842,13.964555,122.203503,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8247,109487,14.69494834,121.1207835,Region IV-A,Rizal,Rizal,San Mateo,San Mateo
8248,109717,13.9596706,121.60878229999999,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
8249,109550,13.76184357,121.08251979999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City East District
8250,107323,13.874257,120.62546499999999,Region IV-A,Batangas,Batangas,Calatagan,Calatagan
8251,107373,14.03168,120.940079,Region IV-A,Batangas,Batangas,Laurel,Laurel
8252,107386,13.921613,120.86136599999999,Region IV-A,Batangas,Batangas,Lemery,Lemery
8253,108243,14.25830357,121.16540659999998,Region IV-A,Laguna,Laguna,Cabuyao,Cabuyao
8254,109488,14.67355747,121.133349,Region IV-A,Rizal,Rizal,San Mateo,San Mateo
8255,108759,13.916802,122.09945400000001,Region IV-A,Quezon,Quezon,Gumaca,Gumaca East
8256,108767,13.917395,122.099143,Region IV-A,Quezon,Quezon,Gumaca,Gumaca West
8257,107828,14.019106,120.687904,Region IV-A,Batangas,Batangas,Tuy,Tuy
8258,108786,14.710027,121.6185156,Region IV-A,Quezon,Quezon,Infanta,Infanta
8259,109054,14.02401901,122.1789551,Region IV-A,Quezon,Quezon,Quezon,Quezon
8260,107992,14.195304,120.87694499999999,Region IV-A,Cavite,Cavite,Indang,Indang I
8261,107993,14.1502005,120.8631845,Region IV-A,Cavite,Cavite,Indang,Indang I
8262,107929,14.158548,120.79773999999999,Region IV-A,Cavite,Cavite,General Emilio Aguinaldo,General E. Aguinaldo
8263,107870,14.44864037,120.94422709999999,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor I
8264,108760,13.90157595,122.193203,Region IV-A,Quezon,Quezon,Gumaca,Gumaca East
8265,108543,13.673413,122.47308600000001,Region IV-A,Quezon,Quezon,Buenavista,Buenavista
8266,107859,14.2004708,120.92939009999998,Region IV-A,Cavite,Cavite,Amadeo,Amadeo
8267,107729,13.898217,120.929222,Region IV-A,Batangas,Batangas,Taal,Taal
8268,108070,14.29195177,120.80384440000002,Region IV-A,Cavite,Cavite,Naic,Naic II
8269,109831,14.19757281,121.16022209999998,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City East II
8270,109400,14.61399722,121.1276361,Region IV-A,Rizal,Rizal,Cainta,Cainta II
8271,108162,14.37264097,120.812547,Region IV-A,Cavite,Cavite,Tanza,Tanza
8272,108489,14.42320791,121.44877109999999,Region IV-A,Laguna,Laguna,Siniloan,Siniloan
8273,109448,14.4640499,121.3256499,Region IV-A,Rizal,Rizal,Pililla,Pililla
8274,109604,13.68304457,121.09915320000002,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City South District
8275,109605,13.6636435,121.1052621,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City South District
8276,109529,14.569552,121.16173500000001,Region IV-A,Rizal,Rizal,Taytay,Taytay I
8277,167501,13.976965,121.65066499999999,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
8278,107759,14.07123914,121.14068400000001,Region IV-A,Tanauan City,Batangas,City Of Tanauan,Tanauan City South
8279,109275,13.96039006,121.39847520000001,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
8280,108950,13.941689,121.826148,Region IV-A,Quezon,Quezon,Padre Burgos,Padre Burgos-Agdangan
8282,108843,13.947396,122.247105,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8283,109860,14.171171,121.068436,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City West
8285,108182,14.27882196,120.89173729999999,Region IV-A,Cavite,Cavite,Trece Martires City (Capital),Trece Martirez City
8286,107613,13.687353,121.375404,Region IV-A,Batangas,Batangas,San Juan,San Juan East
8287,107324,13.85545,120.68959,Region IV-A,Batangas,Batangas,Calatagan,Calatagan
8288,108121,14.21649028,121.01507209999998,Region IV-A,Cavite,Cavite,Silang,Silang II
8289,165503,14.4924747,121.31894409999998,Region IV-A,Rizal,Rizal,Pililla,Pililla
8290,107903,14.26489475,120.94359399999999,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas I
8291,107407,13.995934,120.683052,Region IV-A,Batangas,Batangas,Lian,Lian
8292,109123,13.29227304,122.53178359999998,Region IV-A,Quezon,Quezon,San Francisco (Aurora),San Francisco
8293,108103,14.2165599,120.97741129999999,Region IV-A,Cavite,Cavite,Silang,Silang I
8294,107355,13.82265687,121.13377050000001,Region IV-A,Batangas,Batangas,Ibaan,Ibaan
8295,108374,14.36361111,121.4788889,Region IV-A,Laguna,Laguna,Paete,Paete
8296,109737,13.941676,121.622032,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena West District
8297,109738,13.91569412,121.5776817,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena West District
8298,108928,13.42622167,122.49018020000001,Region IV-A,Quezon,Quezon,Mulanay,Mulanay
8299,107346,13.90870946,121.0722523,Region IV-A,Batangas,Batangas,Cuenca,Cuenca
8300,108063,14.3230946,120.76441080000001,Region IV-A,Cavite,Cavite,Naic,Naic I
8301,109234,14.05945087,121.6345314,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas East
8302,107672,13.83009,121.016953,Region IV-A,Batangas,Batangas,San Pascual,San Pascual
8303,109506,14.50324248,121.2895497,Region IV-A,Rizal,Rizal,Tanay,Tanay I
8304,109719,13.960786,121.62146000000001,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
8305,108844,13.823912,122.229424,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8306,108845,13.826912,122.238522,Region IV-A,Quezon,Quezon,Lopez,Lopez West
8307,108951,13.89779366,121.9134178,Region IV-A,Quezon,Quezon,Agdangan,Padre Burgos-Agdangan
8308,109739,13.93371447,121.56457579999999,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena West District
8309,108929,13.45299641,122.5235773,Region IV-A,Quezon,Quezon,Mulanay,Mulanay
8310,109567,13.63135485,121.069547,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Coastal District
8311,109016,13.94130419,122.0067112,Region IV-A,Quezon,Quezon,Plaridel,Plaridel
8312,107614,13.691273,121.462273,Region IV-A,Batangas,Batangas,San Juan,San Juan East
8313,108257,14.120717,121.30309299999999,Region IV-A,Laguna,Laguna,Calauan,Calauan
8314,107974,14.4267277,120.93939259999999,Region IV-A,Imus City,Cavite,Imus,Imus I
8315,108516,13.97713705,121.9692117,Region IV-A,Quezon,Quezon,Atimonan,Atimonan
8316,108808,13.848414,122.287102,Region IV-A,Quezon,Quezon,Lopez,Lopez East
8317,109092,13.23062958,122.6995611,Region IV-A,Quezon,Quezon,San Andres,San Andres
8318,108276,14.261628,121.53289,Region IV-A,Laguna,Laguna,Cavinti,Cavinti
8319,108122,14.25036764,121.0534142,Region IV-A,Cavite,Cavite,Silang,Silang II
8320,107994,14.1909214,120.87896940000002,Region IV-A,Cavite,Cavite,Indang,Indang I
8321,107995,14.1911667,120.8794676,Region IV-A,Cavite,Cavite,Indang,Indang I
8322,108787,14.74431037,121.65223770000001,Region IV-A,Quezon,Quezon,Infanta,Infanta
8323,107270,13.817682,120.982796,Region IV-A,Batangas,Batangas,Bauan,Bauan
8324,109662,13.97555178,121.1683972,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City North Disrict
8325,109326,14.624622,121.21822399999999,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-C
8326,107948,14.307938,120.901715,Region IV-A,Cavite,Cavite,General Trias,General Trias I
8327,109253,14.024055,121.587273,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas West
8328,107690,13.864622,120.94586899999999,Region IV-A,Batangas,Batangas,Santa Teresita,Sta. Teresita
8329,109740,13.9497294,121.5812098,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena West District
8330,167502,13.95306,121.59084299999999,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena West District
8331,107730,13.886646,120.921371,Region IV-A,Batangas,Batangas,Taal,Taal
8332,109350,14.580076,121.178366,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-A
8333,108143,14.098819,120.908477,Region IV-A,Cavite,Cavite,Tagaytay City,Tagaytay City
8334,109378,14.43138889,121.21444440000002,Region IV-A,Rizal,Rizal,Binangonan,Binangonan II
8335,107551,13.829272,121.20419299999999,Region IV-A,Batangas,Batangas,Rosario,Rosario West
8336,108397,14.38132037,121.4002615,Region IV-A,Laguna,Laguna,Pangil,Pangil-Pakil
8337,108460,14.56404691,121.44360619999999,Region IV-A,Laguna,Laguna,Santa Maria,Santa Maria
8338,109449,14.35388889,121.32472220000001,Region IV-A,Rizal,Rizal,Jala-Jala,Jalajala
8339,109182,13.924109,121.503497,Region IV-A,Quezon,Quezon,Sariaya,Sariaya West
8340,109183,13.89645713,121.50944890000001,Region IV-A,Quezon,Quezon,Sariaya,Sariaya West
8341,107615,13.851081,121.36965900000001,Region IV-A,Batangas,Batangas,San Juan,San Juan West
8342,107760,14.08133299,121.08626670000001,Region IV-A,Tanauan City,Batangas,City Of Tanauan,Tanauan City South
8343,107761,14.08887691,121.09777209999999,Region IV-A,Tanauan City,Batangas,City Of Tanauan,Tanauan City South
8344,109379,14.352542,121.219301,Region IV-A,Rizal,Rizal,Binangonan,Binangonan II
8345,109401,14.58471667,121.13655,Region IV-A,Rizal,Rizal,Cainta,Cainta II
8346,107949,14.25628948,120.91614109999999,Region IV-A,Cavite,Cavite,General Trias,General Trias I
8347,107434,13.692274,121.287605,Region IV-A,Batangas,Batangas,Lobo,Lobo
